dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path,metadata_version,MC Aleatoric Mean,MC Epistemic Mean,MC Total Mean,P Aleatoric Mean,P Epistemic Mean,P Total Mean
imdb,0,pure_logits,greedy_5_post_calib,5,5,0.1263979226350784,1.0701541024573094,0.9062890462307372,1.0,5.854335069656372,2.5066237449646,llm_experiments_data/arrays/mini_imdb_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.11042400449514389,0.015202800743281841,0.1256268173456192,0.0731014758348465,0.05252588540315628,0.12562735378742218
imdb,0,pure_logits,greedy_50_post_calib,50,21,0.1241735741496086,0.9886880466472304,0.9995835068721366,1.0,5.854335069656372,12.263320207595823,llm_experiments_data/arrays/mini_imdb_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.09708864241838455,0.02049492672085762,0.11758356541395187,0.03847438097000122,0.07910919189453125,0.11758357286453247
imdb,0,pure_logits,greedy_5_post_calib,5,5,0.1006988659501075,1.6423157017909205,0.4298209079550187,1.0,0.1201834678649902,2.603549003601074,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.09887098520994186,0.0032599158585071564,0.10213089734315872,0.09476758539676666,0.00736185722053051,0.10212944447994232
imdb,0,pure_logits,greedy_50_post_calib,50,19,0.0971838608384132,1.53076218242399,0.614743856726364,1.0,0.1201834678649902,12.049545288085938,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.08764354139566422,0.006506652105599642,0.09415018558502197,0.06998415291309357,0.024164853617548943,0.09414901584386826
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_post_calib,5,5,0.5301840305328369,1.3603831736776342,0.7530195751770096,1.0,0.0958883762359619,3.37072229385376,llm_experiments_data/arrays/mini_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.4718877077102661,0.04549208655953407,0.5173797607421875,0.3841327130794525,0.1332397311925888,0.5173724889755249
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,26,0.5067362785339355,1.153219491878384,0.932944606413994,1.0,0.0958883762359619,17.9794921875,llm_experiments_data/arrays/mini_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.4259589910507202,0.06045171990990639,0.4864107072353363,0.24934785068035126,0.23708227276802063,0.48643016815185547
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_post_calib,5,5,0.4809848666191101,1.5060724698042485,0.2448979591836734,1.0,0.0922915935516357,3.3278157711029053,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.4776901602745056,0.0038073770701885223,0.48149752616882324,0.4710884094238281,0.010417887941002846,0.4815063178539276
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,21,0.4686969518661499,1.4393002915451896,0.6547271970012495,1.0,0.0922915935516357,15.484427452087402,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.44445884227752686,0.023403415456414223,0.4678622782230377,0.3852698504924774,0.08260487020015717,0.4678747057914734
ag_news,0,pure_logits,greedy_5_post_calib,5,5,0.1978672444820404,1.7255810079133695,0.6247396917950854,1.0,0.3571178913116455,11.5939679145813,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.18783894181251526,0.007879387587308884,0.19571831822395325,0.1659383475780487,0.02977345511317253,0.19571179151535034
ag_news,0,pure_logits,greedy_50_post_calib,50,29,0.1908816695213318,1.650512286547272,0.7330279050395669,1.0,0.3571178913116455,74.72869968414307,llm_experiments_data/arrays/mini_ag_news_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.17501839995384216,0.010930348187685013,0.18594875931739807,0.12252561748027802,0.06341885775327682,0.18594446778297424
ag_news,0,pure_logits,greedy_5_post_calib,5,5,0.1498976498842239,1.5609496043315287,0.7097042898792171,1.0,0.2603609561920166,12.008819580078123,llm_experiments_data/arrays/extended_ag_news_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.14017657935619354,0.004676740616559982,0.14485330879688263,0.1261179894208908,0.018724344670772552,0.14484234154224396
ag_news,0,pure_logits,greedy_50_post_calib,50,19,0.1444517970085144,1.5184173261141192,0.614743856726364,1.0,0.2603609561920166,85.3570249080658,llm_experiments_data/arrays/extended_ag_news_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.1340118944644928,0.0035553795751184225,0.13756726682186127,0.1176135390996933,0.019938835874199867,0.1375523805618286
dbpedia_14,0,pure_logits,greedy_5_post_calib,5,5,0.033707208931446,1.9211995002082467,0.7530195751770096,1.0,1.0110201835632324,82.38456845283508,llm_experiments_data/arrays/mini_dbpedia_14_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.033819034695625305,0.0006323531270027161,0.03445139154791832,0.027949413284659386,0.006380526348948479,0.03432994335889816
dbpedia_14,0,pure_logits,greedy_50_post_calib,50,26,0.0314412824809551,1.7963015410245733,0.7396917950853812,1.0,1.0110201835632324,744.6906259059906,llm_experiments_data/arrays/mini_dbpedia_14_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.0308974776417017,0.0006625551613979042,0.031560029834508896,0.022448888048529625,0.008986505679786205,0.03143538907170296
dbpedia_14,0,pure_logits,greedy_5_post_calib,5,5,0.0297356657683849,1.7658642232403166,0.4464806330695543,1.0,0.4475667476654053,116.83691239356996,llm_experiments_data/arrays/extended_dbpedia_14_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.029662758111953735,0.00014082690177019686,0.029803581535816193,0.02833293192088604,0.0013335810508579016,0.029666511341929436
dbpedia_14,0,pure_logits,greedy_50_post_calib,50,13,0.0296356659382581,1.7255810079133695,0.6597251145356102,1.0,0.4475667476654053,973.4738047122956,llm_experiments_data/arrays/extended_dbpedia_14_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.028729090467095375,0.0002555203391239047,0.028984608128666878,0.025576142594218254,0.003272329457104206,0.028848476707935333
stanfordnlp/sst2,0,pure_logits,greedy_5_post_calib,5,5,0.1424516439437866,1.7397251145356103,0.4298209079550187,1.0,0.1660187244415283,5.1792285442352295,llm_experiments_data/arrays/mini_stanfordnlp_sst2_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.12737911939620972,0.004095045849680901,0.13147418200969696,0.12028699368238449,0.011181308887898922,0.13146832585334778
stanfordnlp/sst2,0,pure_logits,greedy_50_post_calib,50,23,0.1355261951684951,1.4764348188254894,0.7530195751770096,1.0,0.1660187244415283,30.99254822731018,llm_experiments_data/arrays/mini_stanfordnlp_sst2_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.11007391661405563,0.01642000302672386,0.1264939159154892,0.06860402971506119,0.05788625031709671,0.1264902800321579
stanfordnlp/sst2,0,pure_logits,greedy_5_post_calib,5,5,0.1164740771055221,1.7658642232403166,0.4231570179092045,1.0,0.1548774242401123,5.213715553283691,llm_experiments_data/arrays/extended_stanfordnlp_sst2_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.10600440204143524,0.0040878490544855595,0.11009224504232407,0.10096719115972519,0.009116106666624546,0.11008329689502716
stanfordnlp/sst2,0,pure_logits,greedy_50_post_calib,50,22,0.1118283942341804,1.602582257392753,0.6847147022074136,1.0,0.1548774242401123,29.688292503356934,llm_experiments_data/arrays/extended_stanfordnlp_sst2_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.09518612921237946,0.008640727028250694,0.1038268506526947,0.07399196177721024,0.029839230701327324,0.10383118689060211
SetFit/mnli,0,pure_logits,greedy_5_post_calib,5,5,0.3654084801673889,1.8804664723032072,0.3631820074968763,1.0,0.5157246589660645,27.00306749343872,llm_experiments_data/arrays/mini_setfit_mnli_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.3613102436065674,0.010655567981302738,0.37196582555770874,0.34091392159461975,0.03104807436466217,0.3719620108604431
SetFit/mnli,0,pure_logits,greedy_50_post_calib,50,22,0.3462145328521728,1.868021657642649,0.5247813411078717,1.0,0.5157246589660645,225.2485737800598,llm_experiments_data/arrays/mini_setfit_mnli_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.33292075991630554,0.019103744998574257,0.35202446579933167,0.28293293714523315,0.06908850371837616,0.3520214557647705
SetFit/mnli,0,pure_logits,greedy_5_post_calib,5,5,0.4951700270175934,1.9610329029571012,0.0,1.0,0.1304459571838379,27.537804126739506,llm_experiments_data/arrays/extended_setfit_mnli_0_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.49749743938446045,4.999908469471848e-07,0.49749791622161865,0.49749359488487244,-3.533609863048959e-11,0.49749359488487244
SetFit/mnli,0,pure_logits,greedy_50_post_calib,50,14,0.495775818824768,1.983573511037068,0.0,1.0,0.1304459571838379,235.1353220939636,llm_experiments_data/arrays/extended_setfit_mnli_0_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.4994898736476898,4.999955649509502e-07,0.4994903802871704,0.4994860589504242,2.2150278833343862e-10,0.4994860291481018
imdb,1,pure_logits,greedy_5_post_calib,5,5,0.1262862235307693,1.3124531445231151,0.7730112453144523,1.0,2.1921565532684326,2.550163745880127,llm_experiments_data/arrays/mini_imdb_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.11548896133899689,0.011769234202802181,0.12725819647312164,0.08690576255321503,0.04034053161740303,0.12724629044532776
imdb,1,pure_logits,greedy_50_post_calib,50,22,0.1241556704044342,0.9651478550603916,1.0162432319866723,1.0,2.1921565532684326,13.635117053985596,llm_experiments_data/arrays/mini_imdb_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.10083786398172379,0.021440451964735985,0.12227831035852432,0.03778860718011856,0.08448617160320282,0.12227477878332138
imdb,1,pure_logits,greedy_5_post_calib,5,5,0.097522459924221,1.4077634319033736,1.814244064972928,1.0,0.0966358184814453,2.5722579956054688,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.08172835409641266,0.015927914530038834,0.09765627235174179,0.05898312106728554,0.038673631846904755,0.09765675663948059
imdb,1,pure_logits,greedy_50_post_calib,50,18,0.0975896790623664,1.535360266555602,0.6697209496043316,1.0,0.0966358184814453,12.132640600204468,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.08886741101741791,0.007979847490787506,0.09684726595878601,0.06804647296667099,0.028795259073376656,0.0968417301774025
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_post_calib,5,5,0.5204228162765503,1.4630903790087464,0.6397334443981675,1.0,3.980109214782715,3.244791269302368,llm_experiments_data/arrays/mini_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.4838610887527466,0.03417941555380821,0.5180405378341675,0.4212546646595001,0.09678298234939575,0.5180376172065735
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_post_calib,50,26,0.4978979229927063,1.281865889212828,0.8929612661391086,1.0,3.980109214782715,17.94800043106079,llm_experiments_data/arrays/mini_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.4370453357696533,0.057113293558359146,0.49415862560272217,0.27366936206817627,0.22048090398311615,0.4941502511501312
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_post_calib,5,5,0.4754492342472076,1.5481549354435653,0.2448979591836734,1.0,0.0947704315185546,3.4474477767944336,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.4676409363746643,0.0032520703971385956,0.4708930253982544,0.4618065059185028,0.009082062169909477,0.47088855504989624
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_post_calib,50,23,0.467235267162323,1.4511953352769682,0.5847563515201999,1.0,0.0947704315185546,15.770180225372314,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.4451334476470947,0.02109127677977085,0.466224730014801,0.3920842409133911,0.07413676381111145,0.46622103452682495
ag_news,1,pure_logits,greedy_5_post_calib,5,5,0.1977183818817138,1.809645980841316,0.599750104123282,1.0,2.200567483901977,15.030821084976196,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.1837073266506195,0.006635756231844425,0.19034308195114136,0.16397859156131744,0.02634173072874546,0.19032032787799835
ag_news,1,pure_logits,greedy_50_post_calib,50,28,0.1933009922504425,1.637717617659309,0.7396917950853812,1.0,2.200567483901977,89.07938265800476,llm_experiments_data/arrays/mini_ag_news_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.17297741770744324,0.010716462507843971,0.18369388580322266,0.12056610733270645,0.06310537457466125,0.1836714744567871
ag_news,1,pure_logits,greedy_5_post_calib,5,5,0.1502299159765243,1.4813827571845066,0.2149104539775093,1.0,0.2740819454193115,11.518959999084473,llm_experiments_data/arrays/extended_ag_news_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.13997550308704376,0.0006754235364496708,0.1406509280204773,0.13809813559055328,0.002536200452595949,0.14063431322574615
ag_news,1,pure_logits,greedy_50_post_calib,50,20,0.1448494642972946,1.5060724698042485,0.614743856726364,1.0,0.2740819454193115,89.41082000732422,llm_experiments_data/arrays/extended_ag_news_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.13178259134292603,0.0035521050449460745,0.13533470034599304,0.11517653614282608,0.02013806253671646,0.13531459867954254
dbpedia_14,1,pure_logits,greedy_5_post_calib,5,5,0.0317040793597698,1.9211995002082467,0.7796751353602666,1.0,12.107183456420898,76.52304315567017,llm_experiments_data/arrays/mini_dbpedia_14_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.034454572945833206,0.0006067283102311194,0.035061296075582504,0.028664933517575264,0.0062763020396232605,0.034941233694553375
dbpedia_14,1,pure_logits,greedy_50_post_calib,50,27,0.0299132671207189,1.7902040816326532,0.6547271970012495,1.0,12.107183456420898,740.5474827289581,llm_experiments_data/arrays/mini_dbpedia_14_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.03211401402950287,0.0006146167288534343,0.032728634774684906,0.023517468944191933,0.009084860794246197,0.032602325081825256
dbpedia_14,1,pure_logits,greedy_5_post_calib,5,5,0.0286065954715013,1.7658642232403166,0.4831320283215327,1.0,0.4507975578308105,114.9076316356659,llm_experiments_data/arrays/extended_dbpedia_14_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.030355248600244522,0.00016923983639571816,0.030524486675858498,0.028746657073497772,0.0016414819983765483,0.030388137325644493
dbpedia_14,1,pure_logits,greedy_50_post_calib,50,13,0.0284453090280294,1.7397251145356103,0.679716784673053,1.0,0.4507975578308105,966.5875015258788,llm_experiments_data/arrays/extended_dbpedia_14_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.030292430892586708,0.00028009951347485185,0.03057252988219261,0.026795338839292526,0.0036419983953237534,0.03043733537197113
stanfordnlp/sst2,1,pure_logits,greedy_5_post_calib,5,5,0.1409154534339904,1.73667638483965,0.4698042482299042,1.0,0.1681165695190429,8.84314775466919,llm_experiments_data/arrays/mini_stanfordnlp_sst2_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.1300797164440155,0.004390295594930649,0.13447001576423645,0.12202207744121552,0.012450476177036762,0.1344725489616394
stanfordnlp/sst2,1,pure_logits,greedy_50_post_calib,50,19,0.1320841014385223,1.4764348188254894,0.7663473552686381,1.0,0.1681165695190429,31.05522322654724,llm_experiments_data/arrays/mini_stanfordnlp_sst2_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.1113261729478836,0.016953999176621437,0.1282801777124405,0.06836249679327011,0.05991486832499504,0.12827736139297485
stanfordnlp/sst2,1,pure_logits,greedy_5_post_calib,5,5,0.1162552163004875,1.7397251145356103,0.614743856726364,1.0,0.1445052623748779,5.07654333114624,llm_experiments_data/arrays/extended_stanfordnlp_sst2_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.10300096869468689,0.008144618943333626,0.11114560067653656,0.09421885013580322,0.01692599058151245,0.11114484071731567
stanfordnlp/sst2,1,pure_logits,greedy_50_post_calib,50,21,0.1096661612391471,1.6433152852977928,0.6847147022074136,1.0,0.1445052623748779,28.45751953125,llm_experiments_data/arrays/extended_stanfordnlp_sst2_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.09665454179048538,0.009677351452410221,0.10633188486099243,0.07353118807077408,0.03279736638069153,0.10632854700088501
SetFit/mnli,1,pure_logits,greedy_5_post_calib,5,5,0.3704667389392853,1.8388338192419824,0.3698458975426906,1.0,0.6373248100280762,32.69039607048035,llm_experiments_data/arrays/mini_setfit_mnli_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.35912975668907166,0.011214661411941051,0.3703444004058838,0.3377968370914459,0.032544057816267014,0.3703409433364868
SetFit/mnli,1,pure_logits,greedy_50_post_calib,50,23,0.3492890298366546,1.8592253227821744,0.4897959183673469,1.0,0.6373248100280762,224.0607948303223,llm_experiments_data/arrays/mini_setfit_mnli_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.32921308279037476,0.016336848959326744,0.34554991126060486,0.2865178883075714,0.059025075286626816,0.3455429673194885
SetFit/mnli,1,pure_logits,greedy_5_post_calib,5,5,0.4965198338031769,1.976976259891712,0.0,1.0,0.1307191848754882,24.786596536636356,llm_experiments_data/arrays/extended_setfit_mnli_1_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.49816346168518066,4.996521738576121e-07,0.49816396832466125,0.49815964698791504,1.2758939738066744e-10,0.49815964698791504
SetFit/mnli,1,pure_logits,greedy_50_post_calib,50,14,0.4966378509998321,1.983573511037068,0.0,1.0,0.1307191848754882,233.18539690971372,llm_experiments_data/arrays/extended_setfit_mnli_1_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.49868205189704895,5.000059104531829e-07,0.49868252873420715,0.4986782371997833,3.4672062443341645e-10,0.4986782371997833
imdb,2,pure_logits,greedy_5_post_calib,5,5,0.1345534473657608,1.265472719700125,0.6547271970012495,1.0,0.1043963432312011,3.215742588043213,llm_experiments_data/arrays/mini_imdb_2_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.1293758749961853,0.01091955415904522,0.14029543101787567,0.10740672051906586,0.03288248926401138,0.14028920233249664
imdb,2,pure_logits,greedy_50_post_calib,50,21,0.1247840598225593,1.1875052061640985,0.9129529362765514,1.0,0.1043963432312011,11.684259176254272,llm_experiments_data/arrays/mini_imdb_2_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.11509618908166885,0.018491383641958237,0.1335875689983368,0.0622309148311615,0.07136991620063782,0.13360083103179932
imdb,2,pure_logits,greedy_5_post_calib,5,5,0.0998461842536926,1.4511953352769682,1.5993336109954186,1.0,0.0979328155517578,2.5087740421295166,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.08979478478431702,0.01509018149226904,0.10488495230674744,0.07067243754863739,0.034202735871076584,0.10487516969442368
imdb,2,pure_logits,greedy_50_post_calib,50,15,0.0963173434138298,1.6423157017909205,0.5247813411078717,1.0,0.0979328155517578,12.04988980293274,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.09761019796133041,0.004465096164494753,0.10207529366016388,0.08664178848266602,0.015431001782417297,0.10207278281450272
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_post_calib,5,5,0.5220748782157898,1.4274052478134114,0.694710537276135,1.0,0.1005740165710449,3.373715400695801,llm_experiments_data/arrays/mini_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.47568294405937195,0.03824162855744362,0.5139245986938477,0.4033557176589966,0.11054127663373947,0.5138970017433167
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_post_calib,50,26,0.500332236289978,1.1283298625572675,0.94960433152853,1.0,0.1005740165710449,17.540972232818604,llm_experiments_data/arrays/mini_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.42620137333869934,0.06258821487426758,0.4887895882129669,0.24079972505569458,0.24798616766929626,0.48878589272499084
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_post_calib,5,5,0.4765148460865021,1.53076218242399,0.163265306122449,1.0,0.0949506759643554,3.1679775714874268,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.48178038001060486,0.0016372607788071036,0.4834176003932953,0.4789465069770813,0.0044603291898965836,0.48340684175491333
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_post_calib,50,23,0.4665455818176269,1.4511953352769682,0.599750104123282,1.0,0.0949506759643554,15.813072681427002,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_post_calib_2025-09-21.npz,extended,0.4455108344554901,0.022508276626467705,0.4680190980434418,0.3880748152732849,0.07991776615381241,0.4679925739765167
ag_news,2,pure_logits,greedy_5_post_calib,5,5,0.2002874165773391,1.7255810079133695,0.534777176176593,1.0,0.3746604919433594,11.265260457992554,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_5_post_calib_2025-09-21.npz,mini,0.18930037319660187,0.005597466137260199,0.1948978453874588,0.1742960810661316,0.02058815024793148,0.19488424062728882
ag_news,2,pure_logits,greedy_50_post_calib,50,29,0.1918625086545944,1.6690045814244066,0.7097042898792171,1.0,0.3746604919433594,87.56583666801453,llm_experiments_data/arrays/mini_ag_news_2_pure_logits_greedy_50_post_calib_2025-09-21.npz,mini,0.17725275456905365,0.010433480143547058,0.1876862347126007,0.12843447923660278,0.059236008673906326,0.1876704841852188
ag_news,2,pure_logits,greedy_5_post_calib,5,5,0.146973505616188,1.4937276134943775,0.193252811328613,1.0,0.2685348987579345,11.678959131240845,llm_experiments_data/arrays/extended_ag_news_2_pure_logits_greedy_5_post_calib_2025-09-21.npz,extended,0.1449614018201828,0.0005653436528518796,0.14552675187587738,0.14348351955413818,0.0020263392943888903,0.14550986886024475
