dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path
imdb,0,pure_logits,greedy_unique_5_baseline,5,5,0.11497282236814499,,,,0.10030078887939453,0.0,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_50_baseline,50,19,0.10307570546865463,,,,1.3572607040405273,0.0,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_50_temp_baseline,50,19,0.10304928570985794,1.0163265306122449,,,1.3572607040405273,0.009757280349731445,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.10353150218725204,1.4571428571428573,,,0.10030078887939453,0.005938053131103516,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_unique_5_post_calib,5,5,0.10069886595010757,1.6423157017909205,0.42982090795501876,1,0.10030078887939453,1.9955706596374512,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,0,pure_logits,greedy_50_post_calib,50,19,0.09718386083841324,1.53076218242399,0.614743856726364,1,1.3572607040405273,11.75348424911499,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_post_calib_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_baseline,5,5,0.1155015230178833,,,,0.07296562194824219,0.0,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_50_baseline,50,18,0.10343439131975174,,,,1.3804805278778076,0.0,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_50_temp_baseline,50,18,0.10300508141517639,1.0714285714285714,,,1.3804805278778076,0.008888006210327148,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_temp_baseline,5,5,0.09838077425956726,1.5673469387755103,,,0.07296562194824219,0.0059354305267333984,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_post_calib,5,5,0.09752245992422104,1.4077634319033736,1.8142440649729281,1,0.07296562194824219,1.9017934799194336,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,0,pure_logits,greedy_unique_5_baseline,5,5,0.11497282236814499,,,,0.11054158210754395,0.0,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_50_baseline,50,19,0.10307570546865463,,,,1.9588792324066162,0.0,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_50_temp_baseline,50,19,0.10304928570985794,1.0163265306122449,,,1.9588792324066162,0.011097431182861328,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.10353150218725204,1.4571428571428573,,,0.11054158210754395,0.00786447525024414,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,0,pure_logits,greedy_unique_5_post_calib,5,5,0.10069886595010757,1.6423157017909205,0.42982090795501876,1,0.11054158210754395,2.5573089122772217,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,0,pure_logits,greedy_50_post_calib,50,19,0.09718386083841324,1.53076218242399,0.614743856726364,1,1.9588792324066162,11.508468389511108,llm_experiments_data/arrays/extended_imdb_0_pure_logits_greedy_50_post_calib_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_baseline,5,5,0.1155015230178833,,,,0.09609293937683105,0.0,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_50_baseline,50,18,0.10343439131975174,,,,1.94221830368042,0.0,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_50_temp_baseline,50,18,0.10300508141517639,1.0714285714285714,,,1.94221830368042,0.009760856628417969,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_temp_baseline,5,5,0.09838077425956726,1.5673469387755103,,,0.09609293937683105,0.00722503662109375,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,1,pure_logits,greedy_unique_5_post_calib,5,5,0.09752245992422104,1.4077634319033736,1.8142440649729281,1,0.09609293937683105,2.498197555541992,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,1,pure_logits,greedy_50_post_calib,50,18,0.09758967906236649,1.5353602665556019,0.6697209496043316,1,1.94221830368042,11.3015775680542,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_post_calib_2025-09-14.npz
imdb,2,pure_logits,greedy_unique_5_baseline,5,5,0.1148613765835762,,,,0.09578919410705566,0.0,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,2,pure_logits,greedy_50_baseline,50,15,0.10202619433403015,,,,1.9899663925170898,0.0,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,2,pure_logits,greedy_50_temp_baseline,50,15,0.10202652961015701,1.0714285714285714,,,1.9899663925170898,0.010546207427978516,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,2,pure_logits,greedy_unique_5_temp_baseline,5,5,0.10074030607938766,1.5122448979591838,,,0.09578919410705566,0.008509635925292969,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,2,pure_logits,greedy_unique_5_post_calib,5,5,0.09984618425369263,1.4511953352769682,1.5993336109954186,1,0.09578919410705566,2.6000680923461914,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,2,pure_logits,greedy_50_post_calib,50,15,0.0963173434138298,1.6423157017909205,0.5247813411078717,1,1.9899663925170898,11.426277160644531,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_post_calib_2025-09-14.npz
imdb,3,pure_logits,greedy_unique_5_baseline,5,5,0.11789689213037491,,,,0.09798598289489746,0.0,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,3,pure_logits,greedy_50_baseline,50,19,0.10881014913320541,,,,1.9800910949707031,0.0,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,3,pure_logits,greedy_50_temp_baseline,50,19,0.10586976259946823,1.126530612244898,,,1.9800910949707031,0.010226726531982422,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,3,pure_logits,greedy_unique_5_temp_baseline,5,5,0.10500560700893402,1.4020408163265308,,,0.09798598289489746,0.007378101348876953,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,3,pure_logits,greedy_unique_5_post_calib,5,5,0.10301478207111359,1.6290712203248647,0.326530612244898,1,0.09798598289489746,2.6136527061462402,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,3,pure_logits,greedy_50_post_calib,50,19,0.09914582222700119,1.53076218242399,0.6397334443981675,1,1.9800910949707031,12.294756650924683,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_post_calib_2025-09-14.npz
imdb,4,pure_logits,greedy_unique_5_baseline,5,5,0.12233509868383408,,,,3.2466611862182617,0.0,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
imdb,4,pure_logits,greedy_50_baseline,50,14,0.10747212916612625,,,,1.9402270317077637,0.0,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_baseline_2025-09-14.npz
imdb,4,pure_logits,greedy_50_temp_baseline,50,14,0.10720304399728775,1.0163265306122449,,,1.9402270317077637,0.009812593460083008,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
imdb,4,pure_logits,greedy_unique_5_temp_baseline,5,5,0.10141028463840485,1.5122448979591838,,,3.2466611862182617,0.007090568542480469,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
imdb,4,pure_logits,greedy_unique_5_post_calib,5,5,0.10121257603168488,1.5184173261141192,1.1895043731778425,1,3.2466611862182617,3.1357359886169434,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
imdb,4,pure_logits,greedy_50_post_calib,50,14,0.10130880773067474,1.4192086630570597,0.6097459391920034,1,1.9402270317077637,11.600294828414917,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_baseline,5,5,0.5085240006446838,,,,0.09426093101501465,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,21,0.47722962498664856,,,,2.1261003017425537,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_baseline,50,21,0.47563061118125916,1.0714285714285714,,,2.1261003017425537,0.010723114013671875,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5069676637649536,1.0714285714285714,,,0.09426093101501465,0.011076688766479492,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_unique_5_post_calib,5,5,0.4809848666191101,1.5060724698042485,0.24489795918367346,1,0.09426093101501465,4.153406381607056,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,21,0.4686969518661499,1.4393002915451896,0.6547271970012495,1,2.1261003017425537,15.836786985397339,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_baseline,5,5,0.5095067620277405,,,,0.09468650817871094,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_baseline,50,23,0.4770248830318451,,,,2.1569480895996094,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_baseline,50,23,0.47651615738868713,1.0714285714285714,,,2.1569480895996094,0.008246660232543945,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5042905211448669,1.126530612244898,,,0.09468650817871094,0.00948953628540039,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_unique_5_post_calib,5,5,0.47544923424720764,1.5481549354435653,0.24489795918367346,1,0.09468650817871094,3.5138986110687256,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_post_calib,50,23,0.467235267162323,1.4511953352769682,0.5847563515201999,1,2.1569480895996094,15.449620962142944,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_baseline,5,5,0.49763917922973633,,,,0.09547805786132812,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_baseline,50,23,0.4738423824310303,,,,2.153153896331787,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_temp_baseline,50,23,0.4736723005771637,1.0163265306122449,,,2.153153896331787,0.00913858413696289,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_temp_baseline,5,5,0.4971521198749542,1.0714285714285714,,,0.09547805786132812,0.008650779724121094,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_unique_5_post_calib,5,5,0.4765148460865021,1.53076218242399,0.163265306122449,1,0.09547805786132812,3.7492258548736572,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_post_calib,50,23,0.46654558181762695,1.4511953352769682,0.599750104123282,1,2.153153896331787,19.066250801086426,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_unique_5_baseline,5,5,0.5257154107093811,,,,0.09918498992919922,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_50_baseline,50,21,0.4848136305809021,,,,2.194720506668091,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_50_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_50_temp_baseline,50,21,0.4842931032180786,1.0163265306122449,,,2.194720506668091,0.00895547866821289,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_unique_5_temp_baseline,5,5,0.4929020404815674,1.4020408163265308,,,0.09918498992919922,0.010120153427124023,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_unique_5_post_calib,5,5,0.4799715280532837,1.615826738858809,0.46314035818408994,1,0.09918498992919922,3.871222496032715,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,3,pure_logits,greedy_50_post_calib,50,21,0.47595056891441345,1.4077634319033736,0.6297376093294461,1,2.194720506668091,15.908581018447876,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_3_pure_logits_greedy_50_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_unique_5_baseline,5,5,0.5060391426086426,,,,5.624799489974976,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_4_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_50_baseline,50,21,0.468384712934494,,,,2.1508307456970215,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_4_pure_logits_greedy_50_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_50_temp_baseline,50,21,0.46870750188827515,1.0714285714285714,,,2.1508307456970215,0.011080026626586914,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_4_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_unique_5_temp_baseline,5,5,0.5047886371612549,0.9612244897959183,,,5.624799489974976,0.008757591247558594,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_4_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_unique_5_post_calib,5,5,0.4732873737812042,1.3414410662224074,0.0,1,5.624799489974976,3.4997124671936035,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_4_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
mteb/tweet_sentiment_extraction,4,pure_logits,greedy_50_post_calib,50,21,0.4618021249771118,1.474985422740525,0.5897542690545606,1,2.1508307456970215,15.900514125823975,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_4_pure_logits_greedy_50_post_calib_2025-09-14.npz
ag_news,0,pure_logits,greedy_unique_5_baseline,5,5,0.17509685456752777,,,,0.2672708034515381,0.0,llm_experiments_data/arrays/extended_ag_news_0_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
ag_news,0,pure_logits,greedy_50_baseline,50,19,0.15818284451961517,,,,8.384276390075684,0.0,llm_experiments_data/arrays/extended_ag_news_0_pure_logits_greedy_50_baseline_2025-09-14.npz
ag_news,0,pure_logits,greedy_50_temp_baseline,50,19,0.1541571319103241,1.126530612244898,,,8.384276390075684,0.028975963592529297,llm_experiments_data/arrays/extended_ag_news_0_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
ag_news,0,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1535082310438156,1.4571428571428573,,,0.2672708034515381,0.027371644973754883,llm_experiments_data/arrays/extended_ag_news_0_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
ag_news,0,pure_logits,greedy_unique_5_post_calib,5,5,0.14989764988422394,1.5609496043315287,0.7097042898792171,1,0.2672708034515381,11.120429039001465,llm_experiments_data/arrays/extended_ag_news_0_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
ag_news,0,pure_logits,greedy_50_post_calib,50,19,0.1444517970085144,1.5184173261141192,0.614743856726364,1,8.384276390075684,79.24432897567749,llm_experiments_data/arrays/extended_ag_news_0_pure_logits_greedy_50_post_calib_2025-09-14.npz
ag_news,1,pure_logits,greedy_unique_5_baseline,5,5,0.17259444296360016,,,,0.26910877227783203,0.0,llm_experiments_data/arrays/extended_ag_news_1_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
ag_news,1,pure_logits,greedy_50_baseline,50,20,0.1594323217868805,,,,8.833412170410156,0.0,llm_experiments_data/arrays/extended_ag_news_1_pure_logits_greedy_50_baseline_2025-09-14.npz
ag_news,1,pure_logits,greedy_50_temp_baseline,50,20,0.15537656843662262,1.126530612244898,,,8.833412170410156,0.031012296676635742,llm_experiments_data/arrays/extended_ag_news_1_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
ag_news,1,pure_logits,greedy_unique_5_temp_baseline,5,5,0.16949819028377533,1.126530612244898,,,0.26910877227783203,0.026698827743530273,llm_experiments_data/arrays/extended_ag_news_1_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
ag_news,1,pure_logits,greedy_unique_5_post_calib,5,5,0.15022991597652435,1.4813827571845066,0.21491045397750938,1,0.26910877227783203,11.167064666748047,llm_experiments_data/arrays/extended_ag_news_1_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
ag_news,1,pure_logits,greedy_50_post_calib,50,20,0.14484946429729462,1.5060724698042485,0.614743856726364,1,8.833412170410156,77.54350233078003,llm_experiments_data/arrays/extended_ag_news_1_pure_logits_greedy_50_post_calib_2025-09-14.npz
ag_news,2,pure_logits,greedy_unique_5_baseline,5,5,0.16527092456817627,,,,0.2750980854034424,0.0,llm_experiments_data/arrays/extended_ag_news_2_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
ag_news,2,pure_logits,greedy_50_baseline,50,20,0.15181797742843628,,,,8.924805164337158,0.0,llm_experiments_data/arrays/extended_ag_news_2_pure_logits_greedy_50_baseline_2025-09-14.npz
ag_news,2,pure_logits,greedy_50_temp_baseline,50,20,0.14883042871952057,1.1816326530612244,,,8.924805164337158,0.03427243232727051,llm_experiments_data/arrays/extended_ag_news_2_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
ag_news,2,pure_logits,greedy_unique_5_temp_baseline,5,5,0.16307170689105988,1.126530612244898,,,0.2750980854034424,0.028467178344726562,llm_experiments_data/arrays/extended_ag_news_2_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
ag_news,2,pure_logits,greedy_unique_5_post_calib,5,5,0.14697350561618805,1.4937276134943775,0.19325281132861308,1,0.2750980854034424,10.856900691986084,llm_experiments_data/arrays/extended_ag_news_2_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
ag_news,2,pure_logits,greedy_50_post_calib,50,20,0.14066891372203827,1.53076218242399,0.5597667638483965,1,8.924805164337158,78.01540994644165,llm_experiments_data/arrays/extended_ag_news_2_pure_logits_greedy_50_post_calib_2025-09-14.npz
ag_news,3,pure_logits,greedy_unique_5_baseline,5,5,0.16164852678775787,,,,1.2660439014434814,0.0,llm_experiments_data/arrays/extended_ag_news_3_pure_logits_greedy_unique_5_baseline_2025-09-14.npz
ag_news,3,pure_logits,greedy_50_baseline,50,20,0.14743173122406006,,,,9.07123589515686,0.0,llm_experiments_data/arrays/extended_ag_news_3_pure_logits_greedy_50_baseline_2025-09-14.npz
ag_news,3,pure_logits,greedy_50_temp_baseline,50,20,0.14490048587322235,1.126530612244898,,,9.07123589515686,0.03192782402038574,llm_experiments_data/arrays/extended_ag_news_3_pure_logits_greedy_50_temp_baseline_2025-09-14.npz
ag_news,3,pure_logits,greedy_unique_5_temp_baseline,5,5,0.1590738743543625,1.126530612244898,,,1.2660439014434814,0.027504920959472656,llm_experiments_data/arrays/extended_ag_news_3_pure_logits_greedy_unique_5_temp_baseline_2025-09-14.npz
ag_news,3,pure_logits,greedy_unique_5_post_calib,5,5,0.14379337430000305,1.4937276134943775,0.19491878384006664,1,1.2660439014434814,11.792658567428589,llm_experiments_data/arrays/extended_ag_news_3_pure_logits_greedy_unique_5_post_calib_2025-09-14.npz
