dataset,seed,method,ensemble_type,ensemble_size,non_calibrated_nll,calibrated_nll,c1,c2,epi_scalar
ag_news,8,pure_logits,greedy_init_temp,8,0.16658329963684082,0.13626732,1.4795918367346939,2.121212121212121,1
ag_news,9,convex_comb,greedy,50,0.15291735529899597,0.14337736,1.4183673469387754,0.0,1
ag_news,9,convex_comb,greedy_init,13,0.1602291315793991,0.14589937,1.4795918367346939,0.0,1
ag_news,9,convex_comb,greedy_init_temp,10,0.1688327193260193,0.14125884,1.663265306122449,0.0,1
ag_news,9,pure_logits,greedy,50,0.15291735529899597,0.14077248,1.510204081632653,0.6060606060606061,1
ag_news,9,pure_logits,greedy_init,13,0.1602291315793991,0.14332466,1.6020408163265305,0.6060606060606061,1
ag_news,9,pure_logits,greedy_init_temp,8,0.17278413474559784,0.14183587,1.4489795918367347,2.2222222222222223,1
dbpedia_14,0,convex_comb,greedy,50,0.03584396094083786,0.030795423,1.6020408163265305,0.0,1
dbpedia_14,0,convex_comb,greedy_init,7,0.037424296140670776,0.032344986,1.5714285714285714,0.0,1
dbpedia_14,0,convex_comb,greedy_init_temp,6,0.041455987840890884,0.030201197,1.7551020408163265,0.0,1
dbpedia_14,0,pure_logits,greedy,50,0.03584396094083786,0.029655099,1.7551020408163265,0.6060606060606061,1
dbpedia_14,0,pure_logits,greedy_init,7,0.037424296140670776,0.029756458,1.7551020408163265,0.5050505050505051,1
dbpedia_14,0,pure_logits,greedy_init_temp,6,0.041455987840890884,0.02991319,1.663265306122449,1.6161616161616161,1
dbpedia_14,1,convex_comb,greedy,50,0.0343787707388401,0.029754626,1.6020408163265305,0.0,1
dbpedia_14,1,convex_comb,greedy_init,7,0.03553784266114235,0.03108125,1.5714285714285714,0.0,1
dbpedia_14,1,convex_comb,greedy_init_temp,6,0.039074644446372986,0.02880688,1.7857142857142856,0.0,1
dbpedia_14,1,pure_logits,greedy,50,0.0343787707388401,0.028469887,1.7244897959183674,0.7070707070707071,1
dbpedia_14,1,pure_logits,greedy_init,7,0.03553784266114235,0.028386544,1.7857142857142856,0.5050505050505051,1
dbpedia_14,1,pure_logits,greedy_init_temp,6,0.039074644446372986,0.028556531,1.663265306122449,1.6161616161616161,1
dbpedia_14,2,convex_comb,greedy,50,0.03456889092922211,0.030308701,1.5714285714285714,0.0,1
dbpedia_14,2,convex_comb,greedy_init,7,0.036561377346515656,0.03167788,1.5714285714285714,0.0,1
dbpedia_14,2,convex_comb,greedy_init_temp,6,0.039658430963754654,0.029340992,1.7857142857142856,0.0,1
dbpedia_14,2,pure_logits,greedy,50,0.03456889092922211,0.028853353,1.7551020408163265,0.6060606060606061,1
dbpedia_14,2,pure_logits,greedy_init,7,0.036561377346515656,0.029106395,1.7857142857142856,0.5050505050505051,1
dbpedia_14,2,pure_logits,greedy_init_temp,6,0.039658430963754654,0.028893238,1.693877551020408,1.5151515151515151,1
dbpedia_14,3,convex_comb,greedy,50,0.03485803306102753,0.030072859,1.5714285714285714,0.0,1
dbpedia_14,3,convex_comb,greedy_init,7,0.03611049801111221,0.031084675,1.5714285714285714,0.0,1
dbpedia_14,3,convex_comb,greedy_init_temp,6,0.040028586983680725,0.02901464,1.7857142857142856,0.0,1
dbpedia_14,3,pure_logits,greedy,50,0.03485803306102753,0.028423522,1.7551020408163265,0.6060606060606061,1
dbpedia_14,3,pure_logits,greedy_init,7,0.03611049801111221,0.02846389,1.7857142857142856,0.5050505050505051,1
dbpedia_14,3,pure_logits,greedy_init_temp,5,0.041296303272247314,0.029016575,1.663265306122449,1.8181818181818181,1
dbpedia_14,4,convex_comb,greedy,50,0.03495807573199272,0.030480957,1.5714285714285714,0.0,1
dbpedia_14,4,convex_comb,greedy_init,7,0.03668246418237686,0.031673104,1.5714285714285714,0.0,1
dbpedia_14,4,convex_comb,greedy_init_temp,6,0.03997248783707619,0.029319426,1.7857142857142856,0.0,1
dbpedia_14,4,pure_logits,greedy,50,0.03495807573199272,0.028807249,1.7551020408163265,0.6060606060606061,1
dbpedia_14,4,pure_logits,greedy_init,7,0.03668246418237686,0.029000098,1.7857142857142856,0.5050505050505051,1
dbpedia_14,4,pure_logits,greedy_init_temp,6,0.03997248783707619,0.029026004,1.663265306122449,1.6161616161616161,1
dbpedia_14,5,convex_comb,greedy,50,0.033346548676490784,0.029032473,1.6020408163265305,0.0,1
dbpedia_14,5,convex_comb,greedy_init,7,0.03496752679347992,0.030555382,1.5714285714285714,0.0,1
dbpedia_14,5,convex_comb,greedy_init_temp,6,0.03874244540929794,0.028520852,1.7857142857142856,0.0,1
dbpedia_14,5,pure_logits,greedy,50,0.033346548676490784,0.02793395,1.7244897959183674,0.7070707070707071,1
dbpedia_14,5,pure_logits,greedy_init,7,0.03496752679347992,0.028058436,1.7857142857142856,0.5050505050505051,1
dbpedia_14,5,pure_logits,greedy_init_temp,5,0.03990864381194115,0.028349124,1.663265306122449,1.8181818181818181,1
dbpedia_14,6,convex_comb,greedy,50,0.03745083883404732,0.031932272,1.6020408163265305,0.0,1
dbpedia_14,6,convex_comb,greedy_init,8,0.03934971243143082,0.03339908,1.5714285714285714,0.0,1
dbpedia_14,6,convex_comb,greedy_init_temp,6,0.04347857087850571,0.031433024,1.7551020408163265,0.0,1
dbpedia_14,6,pure_logits,greedy,50,0.03745083883404732,0.030979555,1.7244897959183674,0.6060606060606061,1
dbpedia_14,6,pure_logits,greedy_init,8,0.03934971243143082,0.031357817,1.7857142857142856,0.5050505050505051,1
dbpedia_14,6,pure_logits,greedy_init_temp,5,0.044578906148672104,0.031104507,1.663265306122449,1.7171717171717171,1
dbpedia_14,7,convex_comb,greedy,50,0.03397536650300026,0.029347725,1.6020408163265305,0.0,1
dbpedia_14,7,convex_comb,greedy_init,7,0.035514187067747116,0.030843697,1.5714285714285714,0.0,1
dbpedia_14,7,convex_comb,greedy_init_temp,6,0.03918667510151863,0.028768439,1.7857142857142856,0.0,1
dbpedia_14,7,pure_logits,greedy,50,0.03397536650300026,0.028221324,1.7244897959183674,0.7070707070707071,1
dbpedia_14,7,pure_logits,greedy_init,7,0.035514187067747116,0.028327756,1.7857142857142856,0.5050505050505051,1
dbpedia_14,7,pure_logits,greedy_init_temp,5,0.040507663041353226,0.028716767,1.663265306122449,1.8181818181818181,1
dbpedia_14,8,convex_comb,greedy,50,0.03615250810980797,0.031247182,1.5714285714285714,0.0,1
dbpedia_14,8,convex_comb,greedy_init,7,0.0376037061214447,0.03232424,1.5714285714285714,0.0,1
dbpedia_14,8,convex_comb,greedy_init_temp,6,0.04101910442113876,0.02999292,1.7857142857142856,0.0,1
dbpedia_14,8,pure_logits,greedy,50,0.03615250810980797,0.029611852,1.7551020408163265,0.6060606060606061,1
dbpedia_14,8,pure_logits,greedy_init,7,0.0376037061214447,0.029729161,1.7551020408163265,0.5050505050505051,1
dbpedia_14,8,pure_logits,greedy_init_temp,5,0.04222491756081581,0.029837541,1.663265306122449,1.8181818181818181,1
dbpedia_14,9,convex_comb,greedy,50,0.03544071689248085,0.030722382,1.5714285714285714,0.0,1
dbpedia_14,9,convex_comb,greedy_init,7,0.03706897422671318,0.031910747,1.5714285714285714,0.0,1
dbpedia_14,9,convex_comb,greedy_init_temp,6,0.04001346975564957,0.029373849,1.7857142857142856,0.0,1
dbpedia_14,9,pure_logits,greedy,50,0.03544071689248085,0.02903601,1.7244897959183674,0.6060606060606061,1
dbpedia_14,9,pure_logits,greedy_init,7,0.03706897422671318,0.029172054,1.7857142857142856,0.5050505050505051,1
dbpedia_14,9,pure_logits,greedy_init_temp,5,0.04120954871177673,0.029286198,1.663265306122449,1.8181818181818181,1
stanfordnlp/sst2,0,convex_comb,greedy,50,0.11673593521118164,0.11295836,1.3877551020408163,0.0,1
stanfordnlp/sst2,0,convex_comb,greedy_init,26,0.11953548341989517,0.11325241,1.4795918367346939,0.0,1
stanfordnlp/sst2,0,convex_comb,greedy_init_temp,10,0.14319249987602234,0.112664506,1.846938775510204,0.0,1
stanfordnlp/sst2,0,pure_logits,greedy,50,0.11673593521118164,0.111904785,1.5714285714285714,0.7070707070707071,1
stanfordnlp/sst2,0,pure_logits,greedy_init,26,0.11953548341989517,0.11233982,1.6326530612244898,0.7070707070707071,1
stanfordnlp/sst2,0,pure_logits,greedy_init_temp,15,0.14093567430973053,0.10966346,1.510204081632653,2.323232323232323,1
stanfordnlp/sst2,1,convex_comb,greedy,50,0.11425971239805222,0.11078828,1.4183673469387754,0.0,1
stanfordnlp/sst2,1,convex_comb,greedy_init,25,0.11632487177848816,0.112836726,1.4183673469387754,0.0,1
stanfordnlp/sst2,1,convex_comb,greedy_init_temp,12,0.1402803361415863,0.11025727,1.8775510204081631,0.0,1
stanfordnlp/sst2,1,pure_logits,greedy,50,0.11425971239805222,0.10966735,1.6326530612244898,0.7070707070707071,1
stanfordnlp/sst2,1,pure_logits,greedy_init,25,0.11632487177848816,0.111229934,1.6326530612244898,0.7070707070707071,1
stanfordnlp/sst2,1,pure_logits,greedy_init_temp,13,0.13872987031936646,0.10763261,1.5714285714285714,2.121212121212121,1
stanfordnlp/sst2,2,convex_comb,greedy,50,0.11108836531639099,0.10836358,1.4183673469387754,0.0,1
stanfordnlp/sst2,2,convex_comb,greedy_init,29,0.1123872697353363,0.10912899,1.4795918367346939,0.0,1
stanfordnlp/sst2,2,convex_comb,greedy_init_temp,10,0.1341986358165741,0.10698349,1.8775510204081631,0.030303030303030304,1
stanfordnlp/sst2,2,pure_logits,greedy,50,0.11108836531639099,0.10663056,1.6020408163265305,0.7070707070707071,1
stanfordnlp/sst2,2,pure_logits,greedy_init,29,0.1123872697353363,0.107508875,1.693877551020408,0.7070707070707071,1
stanfordnlp/sst2,2,pure_logits,greedy_init_temp,15,0.13322436809539795,0.1057665,1.4183673469387754,2.6262626262626263,1
stanfordnlp/sst2,3,convex_comb,greedy,50,0.11879881471395493,0.11430061,1.3877551020408163,0.0,1
stanfordnlp/sst2,3,convex_comb,greedy_init,44,0.11993540823459625,0.11460746,1.4489795918367347,0.0,1
stanfordnlp/sst2,3,convex_comb,greedy_init_temp,11,0.1446855217218399,0.1134846,1.816326530612245,0.0,1
stanfordnlp/sst2,3,pure_logits,greedy,50,0.11879881471395493,0.112962365,1.6020408163265305,0.7070707070707071,1
stanfordnlp/sst2,3,pure_logits,greedy_init,44,0.11993540823459625,0.11354035,1.6326530612244898,0.7070707070707071,1
stanfordnlp/sst2,3,pure_logits,greedy_init_temp,15,0.1457054615020752,0.1119939,1.4489795918367347,2.4242424242424243,1
stanfordnlp/sst2,4,convex_comb,greedy,50,0.1077410876750946,0.10741324,1.3265306122448979,0.0,1
stanfordnlp/sst2,4,convex_comb,greedy_init,24,0.10742685943841934,0.10614417,1.4795918367346939,0.0,1
stanfordnlp/sst2,4,convex_comb,greedy_init_temp,14,0.12398114055395126,0.10341739,1.9081632653061225,0.0,1
stanfordnlp/sst2,4,pure_logits,greedy,50,0.1077410876750946,0.10402274,1.663265306122449,0.6060606060606061,1
stanfordnlp/sst2,4,pure_logits,greedy_init,24,0.10742685943841934,0.1046394,1.7551020408163265,0.6060606060606061,1
stanfordnlp/sst2,4,pure_logits,greedy_init_temp,14,0.12753598392009735,0.10234834,1.510204081632653,2.525252525252525,1
stanfordnlp/sst2,5,convex_comb,greedy,50,0.11114764958620071,0.108617656,1.4489795918367347,0.0,1
stanfordnlp/sst2,5,convex_comb,greedy_init,29,0.11334799230098724,0.11041124,1.4795918367346939,0.0,1
stanfordnlp/sst2,5,convex_comb,greedy_init_temp,13,0.13609068095684052,0.10835712,1.8775510204081631,0.0,1
stanfordnlp/sst2,5,pure_logits,greedy,50,0.11114764958620071,0.107860416,1.693877551020408,0.6060606060606061,1
stanfordnlp/sst2,5,pure_logits,greedy_init,29,0.11334799230098724,0.10914879,1.7244897959183674,0.6060606060606061,1
stanfordnlp/sst2,5,pure_logits,greedy_init_temp,13,0.13609068095684052,0.10635176,1.5714285714285714,2.2222222222222223,1
stanfordnlp/sst2,6,convex_comb,greedy,50,0.11294025182723999,0.110721014,1.4183673469387754,0.0,1
stanfordnlp/sst2,6,convex_comb,greedy_init,25,0.11296139657497406,0.10992364,1.4795918367346939,0.0,1
stanfordnlp/sst2,6,convex_comb,greedy_init_temp,10,0.13718481361865997,0.10856618,1.8775510204081631,0.0,1
stanfordnlp/sst2,6,pure_logits,greedy,50,0.11294025182723999,0.108819656,1.663265306122449,0.6060606060606061,1
stanfordnlp/sst2,6,pure_logits,greedy_init,25,0.11296139657497406,0.10868026,1.7244897959183674,0.6060606060606061,1
stanfordnlp/sst2,6,pure_logits,greedy_init_temp,11,0.1382712721824646,0.10767102,1.5408163265306123,2.323232323232323,1
stanfordnlp/sst2,7,convex_comb,greedy,50,0.1091965064406395,0.10660659,1.4489795918367347,0.0,1
stanfordnlp/sst2,7,convex_comb,greedy_init,26,0.11045358330011368,0.10787445,1.4489795918367347,0.0,1
stanfordnlp/sst2,7,convex_comb,greedy_init_temp,14,0.1301403045654297,0.10561019,1.8775510204081631,0.0,1
stanfordnlp/sst2,7,pure_logits,greedy,50,0.1091965064406395,0.10500013,1.6326530612244898,0.7070707070707071,1
stanfordnlp/sst2,7,pure_logits,greedy_init,26,0.11045358330011368,0.105791815,1.7244897959183674,0.6060606060606061,1
stanfordnlp/sst2,7,pure_logits,greedy_init_temp,15,0.13060174882411957,0.103921235,1.5714285714285714,2.2222222222222223,1
stanfordnlp/sst2,8,convex_comb,greedy,50,0.11596905440092087,0.11254347,1.3877551020408163,0.0,1
stanfordnlp/sst2,8,convex_comb,greedy_init,26,0.11695808917284012,0.11332628,1.4183673469387754,0.0,1
stanfordnlp/sst2,8,convex_comb,greedy_init_temp,11,0.13715548813343048,0.11092658,1.846938775510204,0.0,1
stanfordnlp/sst2,8,pure_logits,greedy,50,0.11596905440092087,0.11106128,1.6020408163265305,0.7070707070707071,1
stanfordnlp/sst2,8,pure_logits,greedy_init,26,0.11695808917284012,0.111537136,1.7244897959183674,0.6060606060606061,1
stanfordnlp/sst2,8,pure_logits,greedy_init_temp,14,0.1369442492723465,0.108309634,1.5408163265306123,2.323232323232323,1
stanfordnlp/sst2,9,convex_comb,greedy,50,0.11708959192037582,0.112897165,1.4183673469387754,0.0,1
stanfordnlp/sst2,9,convex_comb,greedy_init,24,0.117066890001297,0.11358613,1.3877551020408163,0.0,1
stanfordnlp/sst2,9,convex_comb,greedy_init_temp,10,0.1431618630886078,0.111913145,1.846938775510204,0.0,1
stanfordnlp/sst2,9,pure_logits,greedy,50,0.11708959192037582,0.11127092,1.6326530612244898,0.7070707070707071,1
stanfordnlp/sst2,9,pure_logits,greedy_init,24,0.117066890001297,0.111490816,1.6326530612244898,0.7070707070707071,1
stanfordnlp/sst2,9,pure_logits,greedy_init_temp,11,0.1443324089050293,0.11051283,1.6020408163265305,2.121212121212121,1
SetFit/mnli,0,convex_comb,greedy,50,0.529163122177124,0.51883644,1.663265306122449,0.0,1
SetFit/mnli,0,convex_comb,greedy_init,7,0.5347337126731873,0.51725423,1.7857142857142856,0.0,1
SetFit/mnli,0,convex_comb,greedy_init_temp,6,0.6837205290794373,0.50051475,2.0,0.0,1
SetFit/mnli,0,pure_logits,greedy,50,0.529163122177124,0.49582735,2.0,0.0,1
SetFit/mnli,0,pure_logits,greedy_init,7,0.5347337126731873,0.49781382,2.0,0.0,1
SetFit/mnli,0,pure_logits,greedy_init_temp,5,0.7175460457801819,0.49059218,2.0,3.2323232323232323,1
SetFit/mnli,1,convex_comb,greedy,50,0.5308570861816406,0.5198895,1.663265306122449,0.0,1
SetFit/mnli,1,convex_comb,greedy_init,7,0.5359201431274414,0.51810807,1.7857142857142856,0.0,1
SetFit/mnli,1,convex_comb,greedy_init_temp,6,0.6836447715759277,0.50115234,2.0,0.0,1
SetFit/mnli,1,pure_logits,greedy,50,0.5308570861816406,0.49663916,1.9693877551020407,0.0,1
SetFit/mnli,1,pure_logits,greedy_init,7,0.5359201431274414,0.49860388,2.0,0.0,1
SetFit/mnli,1,pure_logits,greedy_init_temp,5,0.7185085415840149,0.49146834,2.0,3.2323232323232323,1
SetFit/mnli,2,convex_comb,greedy,50,0.5307487845420837,0.5195507,1.663265306122449,0.0,1
SetFit/mnli,2,convex_comb,greedy_init,7,0.5350819826126099,0.5175696,1.7857142857142856,0.0,1
SetFit/mnli,2,convex_comb,greedy_init_temp,6,0.6862203478813171,0.5015925,2.0,0.0,1
SetFit/mnli,2,pure_logits,greedy,50,0.5307487845420837,0.4965786,2.0,0.0,1
SetFit/mnli,2,pure_logits,greedy_init,7,0.5350819826126099,0.4983366,2.0,0.0,1
SetFit/mnli,2,pure_logits,greedy_init_temp,5,0.7195780873298645,0.49168092,2.0,3.2323232323232323,1
SetFit/mnli,3,convex_comb,greedy,50,0.5341354012489319,0.5232473,1.6326530612244898,0.0,1
SetFit/mnli,3,convex_comb,greedy_init,7,0.5391432046890259,0.52079755,1.7551020408163265,0.0,1
SetFit/mnli,3,convex_comb,greedy_init_temp,6,0.693331778049469,0.5051352,2.0,0.0,1
SetFit/mnli,3,pure_logits,greedy,50,0.5341354012489319,0.5007991,1.9693877551020407,0.0,1
SetFit/mnli,3,pure_logits,greedy_init,7,0.5391432046890259,0.501885,2.0,0.0,1
SetFit/mnli,3,pure_logits,greedy_init_temp,5,0.7252334356307983,0.4943754,2.0,3.2323232323232323,1
SetFit/mnli,4,convex_comb,greedy,50,0.5302943587303162,0.5189402,1.6326530612244898,0.0,1
SetFit/mnli,4,convex_comb,greedy_init,7,0.5355848670005798,0.51761794,1.7857142857142856,0.0,1
SetFit/mnli,4,convex_comb,greedy_init_temp,6,0.6853719353675842,0.50113773,2.0,0.0,1
SetFit/mnli,4,pure_logits,greedy,50,0.5302943587303162,0.49613014,1.9693877551020407,0.0,1
SetFit/mnli,4,pure_logits,greedy_init,7,0.5355848670005798,0.49820152,2.0,0.0,1
SetFit/mnli,4,pure_logits,greedy_init_temp,5,0.7198516130447388,0.49230185,2.0,3.3333333333333335,1
SetFit/mnli,5,convex_comb,greedy,50,0.5330081582069397,0.5215541,1.6326530612244898,0.0,1
SetFit/mnli,5,convex_comb,greedy_init,7,0.5378086566925049,0.5166358,1.7857142857142856,0.0,1
SetFit/mnli,5,convex_comb,greedy_init_temp,6,0.6895169615745544,0.50412434,2.0,0.0,1
SetFit/mnli,5,pure_logits,greedy,50,0.5330081582069397,0.4993445,1.9693877551020407,0.0,1
SetFit/mnli,5,pure_logits,greedy_init,7,0.5378086566925049,0.50103533,2.0,0.10101010101010101,1
SetFit/mnli,5,pure_logits,greedy_init_temp,5,0.7240126132965088,0.49371424,2.0,3.2323232323232323,1
SetFit/mnli,6,convex_comb,greedy,50,0.526330828666687,0.5157545,1.663265306122449,0.0,1
SetFit/mnli,6,convex_comb,greedy_init,7,0.5312708020210266,0.51426256,1.7857142857142856,0.0,1
SetFit/mnli,6,convex_comb,greedy_init_temp,6,0.6761452555656433,0.49681926,2.0,0.0,1
SetFit/mnli,6,pure_logits,greedy,50,0.526330828666687,0.49291176,2.0,0.0,1
SetFit/mnli,6,pure_logits,greedy_init,7,0.5312708020210266,0.4946183,2.0,0.0,1
SetFit/mnli,6,pure_logits,greedy_init_temp,5,0.71058589220047,0.48798358,2.0,3.3333333333333335,1
SetFit/mnli,7,convex_comb,greedy,50,0.5343050360679626,0.522984,1.6326530612244898,0.0,1
SetFit/mnli,7,convex_comb,greedy_init,7,0.5395380854606628,0.5210478,1.7551020408163265,0.0,1
SetFit/mnli,7,convex_comb,greedy_init_temp,6,0.6944136619567871,0.50609285,2.0,0.0,1
SetFit/mnli,7,pure_logits,greedy,50,0.5343050360679626,0.5002943,1.9693877551020407,0.0,1
SetFit/mnli,7,pure_logits,greedy_init,7,0.5395380854606628,0.5019477,2.0,0.0,1
SetFit/mnli,7,pure_logits,greedy_init_temp,5,0.7287559509277344,0.49541542,2.0,3.2323232323232323,1
SetFit/mnli,8,convex_comb,greedy,50,0.5329163074493408,0.5214443,1.6326530612244898,0.0,1
SetFit/mnli,8,convex_comb,greedy_init,7,0.5381847023963928,0.51672065,1.7857142857142856,0.0,1
SetFit/mnli,8,convex_comb,greedy_init_temp,6,0.6889597177505493,0.5038991,2.0,0.0,1
SetFit/mnli,8,pure_logits,greedy,50,0.5329163074493408,0.49902672,1.9693877551020407,0.0,1
SetFit/mnli,8,pure_logits,greedy_init,7,0.5381847023963928,0.5010193,2.0,0.10101010101010101,1
SetFit/mnli,8,pure_logits,greedy_init_temp,5,0.7232945561408997,0.49408892,2.0,3.2323232323232323,1
SetFit/mnli,9,convex_comb,greedy,50,0.533592164516449,0.52240115,1.6326530612244898,0.0,1
SetFit/mnli,9,convex_comb,greedy_init,7,0.5392463207244873,0.520946,1.7551020408163265,0.0,1
SetFit/mnli,9,convex_comb,greedy_init_temp,6,0.6908956170082092,0.50485885,2.0,0.0,1
SetFit/mnli,9,pure_logits,greedy,50,0.533592164516449,0.4997494,1.9693877551020407,0.0,1
SetFit/mnli,9,pure_logits,greedy_init,7,0.5392463207244873,0.50187945,2.0,0.0,1
SetFit/mnli,9,pure_logits,greedy_init_temp,5,0.7258754372596741,0.49485677,2.0,3.2323232323232323,1
